Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.281098.01.1;2012;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;;;Kenya;Operational;;109.079,88 €;Public Expenditure & Financial Accountability (PEFA) Assessment;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.301697.01.1;2012;MONDIAL GESELLSCHAFT MBH & CO KG*;yes;ATU17358605;KAISER FRANZ RING 2;BADEN;2500;Austria;;;"General / administrative budget / interests	Allgemeines";Operational;;108.957,35 €;Participation of Central and Western African countries representatives to ECOWAS High Level Forum: “Paving the Way for Sustainable Energy for All in West Africa through Renewable Energy and Energy Efficiency”, Accra - Ghana;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.296074.01.1;2012;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;;;Eastern, Southern Africa and the Indian Ocean 10 EDF;Operational;;108.160,00 €;Kick-start Technical Assistant to assist IGAD startup implementation of the Biodiversity Management Programme in the IGAD Region;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.285025.01.1;2012;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;yes;BE0458632133;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;;;Comoros;Operational;;108.057,00 €;Appui à la Commission Nationale de Prévention et de Lutte contre la Corruption;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299475.01.1;2012;LDK CONSULTANTS ENGINEERS & PLANNERS SA*;yes;EL094061957;OFF THIVAIDOS STREET 21;NEA KIFISSIA;14564;Greece;;;Reserve / Unallocated by region (Overseas countries and territories);Operational;;107.340,52 €;PARTICIPATION OF OCT REPRESENTATIVES TO THE ARUBA CONFERENCE ON RENEWABLE ENERGIES;Directorate-General for Development and Cooperation — EuropeAid;Technical asssitance / studies OCT (03.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.287120.01.1;2012;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;;Papua New Guinea;Operational;;107.038,00 €;Expenditure verification of PE''s under the following programmes: 1) FED/1999/014-590: Eco-forestry Programme (Six PE''s) 2) FED/2000/015-080: Sexual Health Programme (Three PE''s) and 3) FED/2005/017-766: GRA II Programme (Two PEs);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.301054.01.1;2012;PLANET AE*PLANET PROVISION OF CONSULTANCY SERVICES;yes;EL094212174;LOUISE RIENCOURT 64 APOLLON TOWER;ATHINA;115 23;Greece;;;Chad;Operational;;106.659,00 €;Etude d''identification à t0 des Indicateurs Objectivement Vérifiables du projet FED/2011/022661;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279247.01.1;2012;SAFEGE SA*;yes;FR82542021829;RUE DU PORT 15-27 PARC DE L ILE;NANTERRE;92000;France;;;Lesotho;Operational;;106.084,00 €;Consultancy for the Preparation of the Country Environment Profile of the Kingdom of Lesotho;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.291321.01.1;2012;CARDNO EMERGING MARKETS (UK) LTD*;yes;GB225943652;OXFORD ROAD OXFORD HOUSE;THAME;OX9 2AH;United Kingdom;;;Sudan;Operational;;105.446,00 €;Technical Assistance for the Formulation of the Rural Smallholders Component under the Sudan Food Security Programme (SFSP);Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);European Development Fund (9th EDF);Public procurement and other expenditure
AID.CTR.285950.01.1;2012;SAFEGE SA*;yes;FR82542021829;RUE DU PORT 15-27 PARC DE L ILE;NANTERRE;92000;France;;;Lesotho;Operational;;104.689,00 €;Training on Social Accounting Matrix (Sam) / Computable General Equilibrium (CGE) Modelling Kingdom of Lesotho;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.297851.01.1;2012;OVE ARUP & PARTNERS INTERNATIONAL LTD*OAPIL;yes;GB524461265;FITZROY STREET 13;LONDON;W1T 4BQ;United Kingdom;;;Somalia;Operational;;104.428,00 €;Formulation & Design of ''''Infrastructure for Economic Development'''' Programme;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.289475.01.1;2012;EUROPEAN DYNAMICS CONSORTIUM ESP-DESIS II-LOT 1A*EUROPEAN DYNAMICS SASYGNITY SA KPMG ADVISORY SPA NOVABASE CONSULTING - CONSULTORIA, DESENV;yes;EL094402295;KIFISSIAS AV 209 AND ARKADIOU ST 10;MAROUSSI;151 24;Greece;;;All Countries;Operational;;104.044,00 €;CS 6490 DI/06761;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.300248.01.1;2012;OVE ARUP & PARTNERS INTERNATIONAL LTD*OAPIL;yes;GB524461265;FITZROY STREET 13;LONDON;W1T 4BQ;United Kingdom;;;Chad;Operational;;104.010,00 €;Etude d''identification des mesures d''accompagnement des travaux de bitumage de la route Sarh - Kyabé;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.292009.01.1;2012;HTSPE LIMITED*;yes;GB918048517;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;;;Niger;Operational;;104.000,00 €;Suivi-évaluation du programme de réforme des finances publiques au Niger;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.284154.01.1;2012;LANDELL MILLS LIMITED*;yes;GB501874068;BRYER-ASH BUSINESS PARK;TROWBRIDGE;BA14 8HE;United Kingdom;;;Malawi;Operational;;103.629,40 €;A study into land allocation and dispute resolution within the sugar sector and other EU irrigated development programmes in Malawi;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.300202.01.1;2012;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;;;Vanuatu;Operational;;102.902,00 €;Technical Support for establishing capacity for Customs Valuation;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.292534.01.1;2012;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;;Namibia;Operational;;102.582,00 €;Support the Ministry of Education with the functional review of the Planning and Finance Directorate;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.307842.01.1;2012;BUSINESS AND STRATEGIES IN EUROPE SA*;yes;BE0442745018;RUE DE LA LOI 81A;BRUXELLES;1040;Belgium;;;Sub-Saharan Africa;Operational;;102.258,00 €;Formulation Study for the ''''African Union Support Programme II'''';Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.296500.01.1;2012;ASSOCIES AUDIT ET CONSEIL SA*;yes;FR10343716460;AVENUE DE PARIS 9;VINCENNES;94300;France;;;Mali;Operational;;102.000,00 €;Contrôle permanent des dépenses du CIGEM;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.305989.01.1;2012;LDK CONSULTANTS ENGINEERS & PLANNERS SA*;yes;EL094061957;OFF THIVAIDOS STREET 21;NEA KIFISSIA;14564;Greece;;;ACP Countries;Operational;;100.818,00 €;Working Group of the Global Counter -Terrorism Forum (GCTF) - February 2013 - Addis Ababa;Directorate-General for Development and Cooperation — EuropeAid;Use of interest (05.10.20);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.280678.01.1;2012;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;;;Lesotho;Operational;;100.762,00 €;Development of a Comprehensive Training/Development Plan:  Internal Audit, Ministry of Finance and Development Planning, Lesotho;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.283840.01.1;2012;REINO DE ESPANA*ROYAUME D ESPAGNEKINGDOM OF SPAIN;yes;;-;-;;Spain;;;Dominican Republic;Operational;;100.000,00 €;Apoyo a la Dirección Nacional de Control de Drogas (DNCD);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.296535.01.1;2012;ASSOCIES AUDIT ET CONSEIL SA*;yes;FR10343716460;AVENUE DE PARIS 9;VINCENNES;94300;France;;;Mali;Operational;;100.000,00 €;Contrôle permanent dépenses PAOSC;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.308477.01.1;2012;COWI BELGIUM SPRL*;yes;BE0472972493;AVENUE DE TERVUREN 13B;BRUXELLES;1040;Belgium;;;Pacific Region;Operational;;100.000,00 €;SCIFISH End of Term Review and SCICOFISH Mid-Term Review;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.310612.01.2;2012;COOPI - COOPERAZIONE INTERNAZIONALE FONDAZIONE*;yes;;VIA FRANCESCO DE LEMENE 50;MILANO;20151;Italy;;;Eastern, Southern Africa and the Indian Ocean 10 EDF;Operational;;100.000,00 €;ECHO/-SF/EDF/2012/01004;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.310612.01.3;2012;COOPI - COOPERAZIONE INTERNAZIONALE FONDAZIONE*;yes;;VIA FRANCESCO DE LEMENE 50;MILANO;20151;Italy;;;Eastern, Southern Africa and the Indian Ocean 10 EDF;Operational;;100.000,00 €;ECHO/-SF/EDF/2012/01004;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.299004.01.1;2012;EUROSUPPORT - FINEUROP SUPPORT SRL*;yes;IT07021510966;VIA SANTA MARGHERITA 6;MILANO;20121;Italy;;;Uganda;Operational;;99.943,00 €;Support to the Design Phase - Small and Medium Agribusiness Development Fund - A Public and Private Partnership;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299078.01.1;2012;COWI AS*KAMPSAX GEODAN GEOPLUS KAMPSAX DATA GEOPLAN GEOMASTERS GEODATA AGRINOVA INTERNATIONAL KAMPSAX INTERNATIONAL KAMPSAX TEKNIK;yes;DK44623528;PARALLELVEJ 2;KONGENS LYNGBY;2800;Denmark;;;Uganda;Operational;;99.930,00 €;Sustainable Wind Resourse Assessment and Development in Karamoja;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.295921.01.1;2012;A3S UP FOR EU CONSORTIUM*SOPRA BELUX SA ALTRAN SA ATOS ORIGIN BELGIUM SA ACCENTURE SA;yes;BE0407211542;AVENUE LOUISE 326 29;BRUXELLES;1050;Belgium;;;"General / administrative budget / interests	Allgemeines";Operational;;99.900,00 €;CS 6836 CC DI06762;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.287127.01.1;2012;MWH SA*;yes;BE0460228079;AVENUE DE LA REINE ASTRID 92;LA HULPE;1310;Belgium;;;Tanzania;Operational;;99.383,00 €;Zanzibar renewable energies assessment;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.284403.01.1;2012;PLANET AE*PLANET PROVISION OF CONSULTANCY SERVICES;yes;EL094212174;LOUISE RIENCOURT 64 APOLLON TOWER;ATHINA;115 23;Greece;;;Burkina Faso;Operational;;99.260,00 €;Revue à mi-parcours du Programme d''Appui Sectoriel - Eau Potable et Assainissement (PAPS-EPA).;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.304614.01.1;2012;LDK CONSULTANTS ENGINEERS & PLANNERS SA*;yes;EL094061957;OFF THIVAIDOS STREET 21;NEA KIFISSIA;14564;Greece;;;Mauritania;Operational;;99.085,00 €;Colloque Internationale de Lutte contre le Terrorisme et le Crime Organisé;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.289477.01.1;2012;SACO SASPJ*SAFEGE COWI;yes;BE0833112412;GULLEDELLE 92;BRUXELLES;1200;Belgium;;;Botswana;Operational;;98.632,00 €;Technical assistance to Support Preparation of the 11th EDF Programme for Botswana;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.298807.01.1;2012;COWI BELGIUM SPRL*;yes;BE0472972493;AVENUE DE TERVUREN 13B;BRUXELLES;1040;Belgium;;;Uganda;Operational;;97.576,00 €;FEASIBILITY STUDY TO DESIGN, COST AND OPERATIONALISE MODEL COMMERCIAL AQUACULTURE PARKS IN UGANDA;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.298479.01.1;2012;LINPICO*;yes;FR59381854322;AVENUE ERNEST RENAN;LES ARCS SUR ARGENS;83460;France;;;Solomon Islands;Operational;;97.432,00 €;PEFA Study for Solomon Islands;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.280413.01.1;2012;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;;Falkland Islands ;Operational;;97.126,00 €;TA to the Falkland Islands Government Framework contract;Directorate-General for Development and Cooperation — EuropeAid;Technical asssitance / studies OCT (03.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.302815.01.1;2012;ITALTREND C&T SPA*;yes;IT02537610343;VIA ANTONIO GRAMSCI 56;REGGIO EMILIA;42124;Italy;;;Reserve / Unallocated by region (Overseas countries and territories);Operational;;97.005,00 €;Séminaire régional sur l''éducation et la jeunesse - Nouvelle Calédonie;Directorate-General for Development and Cooperation — EuropeAid;Technical asssitance / studies OCT (03.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.306876.01.1;2012;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;;;ACP Countries;Operational;;96.836,00 €;Test of the thorough methodology to evaluate Capacity Development programmes;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.286433.01.1;2012;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;;;"General / administrative budget / interests	Allgemeines";Operational;;96.650,00 €;CRIS training in headquarters and EU Delegations located in ACP countries;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.302926.01.1;2012;AGENCE EUROPEENNE POUR LE DEVELOPPEMENT ET LA SANTE SCRL AEDES*;yes;BE0450913705;RUE JOSEPH II 34;BRUXELLES;1000;Belgium;;;Saint Lucia;Operational;;96.320,00 €;TA in Transition & Occupancy for the Commissioning of the SLU New National Hospital;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.298665.01.1;2012;SOFRECO-SOCIETE FRANCAISE DE REALISATION D'ETUDES ET DE CONSEIL SA*;yes;FR56309600088;BOULEVARD VICTOR HUGO 92-98;CLICHY;92115;France;;;Burundi;Operational;;95.980,00 €;AT pour appui/conseil en matière de programmation, suivi/evaluation, mise en place d''un plan de formation à la CELON;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.285052.01.1;2012;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;;Comoros;Operational;;95.694,00 €;Appui au Commisariat Général au Plan;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.306800.01.1;2012;EURONET CONSULTING GEIE*;yes;BE0446840101;RUE MONTOYER 39;BRUXELLES;1040;Belgium;;;Mauritania;Operational;;95.608,00 €;Profil environnemental de la Mauritanie;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.295299.01.1;2012;DFC SA*;yes;ESA78398906;BALMES 89-91 7/5;BARCELONA;08008;Spain;;;Ghana;Operational;;95.236,00 €;GHANA REVENUE AUTHORITY: CAPACITY TO ESTABLISH INTELLIGENCE AND INVESTIGATIONS UNIT;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.309494.01.1;2012;LANDELL MILLS LIMITED*;yes;GB501874068;BRYER-ASH BUSINESS PARK;TROWBRIDGE;BA14 8HE;United Kingdom;;;Malawi;Operational;;94.663,00 €;Development of the forest sector financing mechanisms;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.307827.01.1;2012;CARDNO EMERGING MARKETS (UK) LTD*;yes;GB225943652;OXFORD ROAD OXFORD HOUSE;THAME;OX9 2AH;United Kingdom;;;Malawi;Operational;;93.951,00 €;Development of Forest Valuation Systems;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279644.01.1;2012;PARSONS BRINCKERHOFF LTD*PB;yes;GB413855944;WILLIAM ARMSTRONG DRIVE AMBER COURT;NEWCASTLE UPON TYNE;NE4 7YQ;United Kingdom;;;Wallis and Futuna;Operational;;92.812,00 €;Etude economique, financière et sectorielle du Port de Leava territoire de Wallis & Futuna;Directorate-General for Development and Cooperation — EuropeAid;Technical asssitance / studies OCT (03.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.304805.01.1;2012;LDK CONSULTANTS ENGINEERS & PLANNERS SA*;yes;EL094061957;OFF THIVAIDOS STREET 21;NEA KIFISSIA;14564;Greece;;;Mozambique;Operational;;92.779,20 €;Workshops for PRODEL and MDG programmes;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.293907.01.1;2012;PANOPLISB CONSORTIUM*TRASYS SA ATOSBELGIUM TRASYS LUXEMBOURG PSF TRASYS TECHNOLOGY ATOS INTEGRATION FUJITSU TECHNOLOGY SOLUTIONS POLYMEDIA;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;;;"General / administrative budget / interests	Allgemeines";Operational;;91.764,40 €;CS 6808 CC DI/06763;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.307344.01.1;2012;AGRICONSULTING EUROPE SA*AESA;yes;BE0452263785;AVENUE DE TERVUREN 36/21;BRUXELLES;1040;Belgium;;;Malawi;Operational;;91.275,00 €;Institutional assessment of the forestry sector and organisational review of the Department of Forestry;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.298632.01.1;2012;POHL CONSULTING & ASSOCIATES GMBH*;yes;DE813876999;TORSTRASSE 92;BERLIN;10119;Germany;;;Lesotho;Operational;;91.162,00 €;Support to the review of Public Sector Investment Programme and finalisation of NSDP;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.298840.01.1;2012;POHL CONSULTING & ASSOCIATES GMBH*;yes;DE813876999;TORSTRASSE 92;BERLIN;10119;Germany;;;West Africa Region;Operational;;90.683,00 €;Formulation Mission - EU Support to ECOWAS Capacity Building Programme, 10 EDF;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.300438.01.1;2012;APPLICATION EUROPEENNE DE TECHNOLOGIES ET DE SERVICES SARL*AETS;yes;FR77409706520;AVENUE ANDRE MARIE AMPERE 17;LONS;64140;France;;;Congo (Democratic Republic of the);Operational;;90.414,00 €;Etude de formulation ''''Initiative UE lutte violence basée sur le Genre en RDC'''';Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.301423.01.1;2012;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;yes;BE0458632133;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;;;Nigeria;Operational;;90.399,00 €;PROMOTING WOMEN''S ENGAGEMENT IN PEACE AND SECURITY IN NORTHERN NIGERIA;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.302245.01.1;2012;CONSEIL SANTE SA*;yes;FR61413502642;BOULEVARD VICTOR HUGO 92;CLICHY;92110;France;;;Dominica;Operational;;90.340,00 €;Dominica Infant Mortality Reduction Project;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.278578.01.1;2012;JARIC ENVIRONMENT SAFETY AND HEALTH SERVICES LTD*JARIC ESH;yes;TT123040;CORNER EVANS AND MC DONALD STREETS;CUREPE;;Trinidad and Tobago;;;Trinidad and Tobago;Operational;;89.995,00 €;TCF-TT-Env - Support to Non-State Actors in Environmental Activities;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.298334.01.1;2012;COWI AS*KAMPSAX GEODAN GEOPLUS KAMPSAX DATA GEOPLAN GEOMASTERS GEODATA AGRINOVA INTERNATIONAL KAMPSAX INTERNATIONAL KAMPSAX TEKNIK;yes;DK44623528;PARALLELVEJ 2;KONGENS LYNGBY;2800;Denmark;;;Ghana;Operational;;89.944,00 €;Ghana: Operationalisation of the Renewable Energy Fund;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.304000.01.1;2012;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;;West Africa Region;Operational;;89.821,00 €;Audit ECOWAS Contribution Agreement 2011;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299870.01.1;2012;OVE ARUP & PARTNERS INTERNATIONAL LTD*OAPIL;yes;GB524461265;FITZROY STREET 13;LONDON;W1T 4BQ;United Kingdom;;;Burkina Faso;Operational;;89.784,00 €;Assistance technique pour une étude de formulation pour le renouvellement des flottes de transports routiers de marchandise;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.305969.01.1;2012;PARSONS BRINCKERHOFF LTD*PB;yes;GB413855944;WILLIAM ARMSTRONG DRIVE AMBER COURT;NEWCASTLE UPON TYNE;NE4 7YQ;United Kingdom;;;Malawi;Operational;;89.301,00 €;Mid term review of the Malawi peri-urban water and sanitation project under the EU Water Facility;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.300335.01.1;2012;DFC SA*;yes;ESA78398906;BALMES 89-91 7/5;BARCELONA;08008;Spain;;;Turks and Caicos Islands;Operational;;88.504,00 €;TA for Programming the 10th for TCI;Directorate-General for Development and Cooperation — EuropeAid;Technical asssitance / studies OCT (03.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.283396.01.1;2012;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;;;Swaziland;Operational;;88.408,00 €;Preparation of the 2012 Swaziland Human Development Report (HDR) on Governance and Inclusive Growth;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.310612.01.1;2012;COOPI - COOPERAZIONE INTERNAZIONALE FONDAZIONE*;yes;;VIA FRANCESCO DE LEMENE 50;MILANO;20151;Italy;;;Eastern, Southern Africa and the Indian Ocean 10 EDF;Operational;;87.963,00 €;ECHO/-SF/EDF/2012/01004;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.286059.01.1;2012;AGRICONSULTING EUROPE SA*AESA;yes;BE0452263785;AVENUE DE TERVUREN 36/21;BRUXELLES;1040;Belgium;;;Comoros;Operational;;87.409,00 €;Assistance Techique pour la mise en place d''un sustème de planification dans le domaine de l''agriculture;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.277025.01.1;2012;POHL CONSULTING & ASSOCIATES GMBH*;yes;DE813876999;TORSTRASSE 92;BERLIN;10119;Germany;;;Kenya;Operational;;86.756,00 €;Identification and formulation 10th EDF General Budget Support programme - Kenya;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
