Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.270304.01.1;2011;AGRICONSULTING EUROPE SA*AESA;yes;BE0452263785;AVENUE DE TERVUREN 36/21;BRUXELLES;1040;Belgium;;Burkina Faso;Operational;N.A.;147.410,00 €;Etude d''identification et de formulation d''un programme d''appui à la sécurité alimentaire dans le cadre de l''Initiative pour l''atteinte des OMD au Burkina Faso;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.273054.01.1;2011;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;Benin;Operational;N.A.;146.955,00 €;Assistance technique pour l''élaboration d''un compendium d''indicateurs - étude sur les métadonnées;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279363.01.1;2011;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;Ivory Coast;Operational;N.A.;145.945,00 €;Mission d''analyse situationnelle post-crise du système santé et des intervention en cours en Cote d''Ivoire;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.273049.01.1;2011;COWI BELGIUM SPRL*;yes;BE0472972493;AVENUE DE TERVUREN 13B;BRUXELLES;1040;Belgium;;Rwanda;Operational;N.A.;145.078,00 €;Rural Feeder Roads Sector Policy Support Programme - Formulation study;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.262680.01.1;2011;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;;Caribbean Region;Operational;N.A.;142.544,00 €;10th EDF Caribbean Social Sector Programme;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.263919.01.1;2011;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;Southern Africa Region (EDF 10);Operational;N.A.;142.224,00 €;Assessment concerning Joint Management with SADC Secretariat - Third Institutional Assessment;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.275804.01.1;2011;EUROSUPPORT - FINEUROP SUPPORT SRL*;yes;IT07021510966;VIA SANTA MARGHERITA 6;MILANO;20121;Italy;;Liberia;Operational;N.A.;141.675,00 €;Long Term Technical Assistance to the General Auditing Commission - extension;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.277430.01.1;2011;PLANET AE*PLANET PROVISION OF CONSULTANCY SERVICES;yes;EL094212174;LOUISE RIENCOURT 64 APOLLON TOWER;ATHINA;115 23;Greece;;Ghana;Operational;N.A.;141.397,00 €;Ghana - Interim Audits on the Tarkwa-Bogoso-Ayamfuri Road Rehabilitation Road Project;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.262058.01.1;2011;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;Haiti;Operational;N.A.;138.940,00 €;Evaluation PEFA 2011;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265550.01.1;2011;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Burundi;Operational;N.A.;138.836,00 €;Mission d''identification et de formulation dans le cadre de la mise en œuvre du Programme Thématique Sécurité Alimentaire (FSTP) 2011-2013 et autres activités SA au Burundi;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.260010.01.1;2011;MUNDISERVICOS - COMPANHIA PORTUGUESA DE SERVICOS ET GESTAO LDA*;yes;PT501967966;RUA JOSE DIAS COELHO 36/B;LISBOA;1300 329;Portugal;;Sao Tome and Principe;Operational;N.A.;138.820,00 €;AT de Planification Finances Publiques RDSTP;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.278111.01.1;2011;HTSPE LIMITED*;yes;GB918048517;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;;Ethiopia;Operational;N.A.;138.356,00 €;TTF formulation;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.275637.01.1;2011;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;;Malawi;Operational;N.A.;137.470,00 €;Organisational Development and Human Resource Management Systems for NAO-SU in Malawi;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.275797.01.1;2011;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;ESA28958684;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;Guinea-Bissau;Operational;N.A.;134.006,00 €;Analyse économique et financière du secteur de l''eau et de l''assainissement;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.254072.01.1;2011;AGENCE EUROPEENNE POUR LE DEVELOPPEMENT ET LA SANTE SCRL AEDES*;yes;BE0450913705;RUE JOSEPH II 34;BRUXELLES;1000;Belgium;;Zambia;Operational;N.A.;133.834,00 €;HEALTH SECTOR POLICY SUPPORT PROGRAMME [SPSP] IDENTIFICATION STUDIES;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.267808.01.1;2011;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;yes;BE0458632133;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;;Mauritania;Operational;N.A.;133.804,00 €;Mission d''assistance technique pour la mise en place de la cellule d''appui à l''ON et pour l''appui à la coopération communautaire;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.269254.01.1;2011;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;Burkina Faso;Operational;N.A.;132.870,00 €;Identification & Formulation d''un Programme Justice 10 ème FED au Burkina Faso;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.272370.01.1;2011;CFBT EDUCATION TRUST LBG*;yes;GB614867912;QUEENS ROAD 60;READING;RG1 4BS;United Kingdom;;Namibia;Operational;N.A.;132.680,00 €;SUPPORT TO THE MINISTRY OF EDUCATION IN THE IMPLEMENTATION OF EARLY GRADE READING ASSESSMENT (EGRA);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.273528.01.1;2011;SOFRECO-SOCIETE FRANCAISE DE REALISATION D'ETUDES ET DE CONSEIL SA*;yes;FR56309600088;BOULEVARD VICTOR HUGO 92-98;CLICHY;92115;France;;Somalia;Operational;N.A.;132.315,00 €;Evaluation of the UNDP Somali Institutional Development Programme (SIDP) ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.266532.01.1;2011;COWI AS*KAMPSAX GEODAN GEOPLUS KAMPSAX DATA GEOPLAN GEOMASTERS GEODATA AGRINOVA INTERNATIONAL KAMPSAX INTERNATIONAL KAMPSAX TEKNIK;yes;DK44623528;PARALLELVEJ 2;KONGENS LYNGBY;2800;Denmark;;Sierra Leone;Operational;N.A.;131.588,00 €;Design of a Civil Service Training and Staff Development Plan   ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.263703.01.1;2011;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;Southern Africa Region (EDF 10);Operational;N.A.;129.042,00 €;Identification of a Regional Economic Integration Support programme for SADC;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.271115.01.1;2011;Natural person;yes;*****;*****;*****;*****;United States;;Liberia;Operational;N.A.;126.980,00 €;Technical assistance to the Ministry of Planning and Economic Affairs to prepare the Government’s Medium-term Economic Growth and Development Strategy (MTEGDS);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.275854.01.1;2011;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;Central Africa Region (EDF 10);Operational;N.A.;126.800,00 €;Assistance Technique aux procédures FED auprès de la Commission de la CEMAC;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279337.01.1;2011;AGRECO GEIE*;yes;BE0446816741;AVENUE LOUISE 251 23;BRUXELLES;1050;Belgium;;ACP Countries;Operational;N.A.;126.652,00 €;EVALUATION OF PROJECT PROPOSALS RECEIVED WITHIN THE CALL FOR PROPOSALS '''' 132128SANITATION IN POOR PERI-URBAN AND URBAN AREAS IN ACP COUNTRIES;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.262674.01.1;2011;CARDNO EMERGING MARKETS (UK) LTD*;yes;GB225943652;OXFORD ROAD OXFORD HOUSE;THAME;OX9 2AH;United Kingdom;;Malawi;Operational;N.A.;126.390,00 €;Technical Evaluation of Sugar Outgrower Project Concept Notes, Full Proposals and technical support ESIA;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.264748.01.1;2011;STTE CONSORTIUM SOCIETE MOMENTANEE*STDE;yes;BE0886708276;GULLEDELLE 92;BRUXELLES;1200;Belgium;;Mali;Operational;N.A.;125.428,00 €;Etude de préfaisabilité de la cartographie au Mali;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.266033.01.1;2011;LANDELL MILLS LIMITED*;yes;GB501874068;BRYER-ASH BUSINESS PARK;TROWBRIDGE;BA14 8HE;United Kingdom;;Eritrea;Operational;N.A.;124.410,00 €;Support to Zobas for the preparation of Grant Contracts;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.257557.01.1;2011;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;;Swaziland;Operational;N.A.;124.242,00 €;Technical Assistance - Budget Monitoring Research Assistants;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279594.01.1;2011;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;Ethiopia;Operational;N.A.;123.966,00 €;PBS Review;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.269455.01.1;2011;PLANET AE*PLANET PROVISION OF CONSULTANCY SERVICES;yes;EL094212174;LOUISE RIENCOURT 64 APOLLON TOWER;ATHINA;115 23;Greece;;Sao Tome and Principe;Operational;N.A.;123.900,00 €;Elaboration d''un plan de mobilité;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.267909.01.1;2011;EUROSUPPORT - FINEUROP SUPPORT SRL*;yes;IT07021510966;VIA SANTA MARGHERITA 6;MILANO;20121;Italy;;Uganda;Operational;N.A.;123.340,00 €;Feasibility study for an equity fund initiative for the agricultutre sector in Uganda and the sub-region;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.277062.01.1;2011;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;ESA28958684;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;Liberia;Operational;N.A.;123.337,00 €;Axle Load enforcement in Liberia;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.256618.01.1;2011;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Trinidad and Tobago;Operational;N.A.;123.164,00 €;Activities on Strengthening Parliamentary Practices in Trinidad and Tobago;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.275075.01.1;2011;PARSONS BRINCKERHOFF LTD*PB;yes;GB413855944;WILLIAM ARMSTRONG DRIVE AMBER COURT;NEWCASTLE UPON TYNE;NE4 7YQ;United Kingdom;;Ethiopia;Operational;N.A.;121.551,00 €;Preparation of the Technical Cooperation Component of the 3rd Road Sector Policy Support Program in Ethiopia;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.275160.01.1;2011;BUREAU D'ETUDES RAUSCH & ASSOCIESINGENIEURS CONSEILS SARL*;yes;;RUE KINNEKSHAFF 1;WAHL;8838;Luxembourg;;Cameroon;Operational;N.A.;120.197,00 €;Audit du programme routier 10ème FED Partie 2- Garoua Boulai Nandeke;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.266103.01.1;2011;FONDATION INTERPROGRESS*FIP;yes;;CHEMIN DE LA BERAILLE 19;CHENE BOURG;1225;Switzerland;;Central Africa Region (EDF 10);Operational;N.A.;120.000,00 €;Assistance Technique à la CEEAC pour faciliter la participation des Organisations Intermédiaires (Ol) à PROMOTE, et I''organisation des journées d''information sur les défis de la Zone de Libre Echange en Afrique Centrale.;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.259828.01.1;2011;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;ACP Countries;Operational;N.A.;119.348,00 €;Assessment and preparation of contracts for the call for proposals for Caribbean and Pacific research for sustainable development;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.275719.01.1;2011;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;Namibia;Operational;N.A.;118.896,00 €;ADE - FWC - TECHNICAL ASSISTANCE TO STRENGTHEN MACRO-ECONOMIC AND FISCAL MANAGEMENT;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.274481.01.1;2011;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;ESA28958684;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;Kenya;Operational;N.A.;118.840,00 €;REVIEW WORKS DESIGN & ASSISTANCE WITH EVALUATION OF WORKS TENDER & SUPERVISION SERVICE TENDER for MERILLE RIVER _ MARSABIT ROAD;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.270779.01.1;2011;CFBT EDUCATION TRUST LBG*;yes;GB614867912;QUEENS ROAD 60;READING;RG1 4BS;United Kingdom;;ACP Countries;Operational;N.A.;118.591,00 €;Technical assistance to ACP Secretariat for grants management under culture programmes;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.257792.01.1;2011;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Senegal;Operational;N.A.;118.007,00 €;Formulation d’un appui à l’état civil;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.260696.01.1;2011;POHL CONSULTING & ASSOCIATES GMBH*;yes;DE813876999;TORSTRASSE 92;BERLIN;10119;Germany;;Cape Verde;Operational;N.A.;117.319,00 €;AT au Secrétariat Technique du Budget Support Group;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.268606.01.1;2011;HTSPE LIMITED*;yes;GB918048517;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;;Cameroon;Operational;N.A.;116.957,00 €;Etude de faisabilité pour la mise en place d''un laboratoire national de référence;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279714.01.1;2011;AGRICONSULTING EUROPE SA*AESA;yes;BE0452263785;AVENUE DE TERVUREN 36/21;BRUXELLES;1040;Belgium;;Madagascar;Operational;N.A.;116.926,00 €;PROGRAMME D’AMÉLIORATION DE LA SÉCURITÉ ALIMENTAIRE ET D’AUGMENTATION DES REVENUS AGRICOLES (ASARA);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.276304.01.1;2011;DFC SA*;yes;ESA78398906;BALMES 89-91 7/5;BARCELONA;08008;Spain;;Nigeria;Operational;N.A.;116.660,00 €;Formulation Mission for the Support to Trade and Regional Integration Programme in Nigeria under the National Indicative Plan for the 10th EDF;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.275826.01.1;2011;CONCEPTION, ETUDES ET COOPERATION DE FORMATION SA*CECOFORMA;yes;BE0419831539;RUE LEON FREDERICQ 14;LIEGE;4020;Belgium;;Mozambique;Operational;N.A.;116.194,00 €;PALOP - TL National Authorising officer Conference in Maputo November 2011;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.263609.01.1;2011;ITALTREND SPA*;yes;IT00452170350;VIA ANTONIO GRAMSCI 56;REGGIO EMILIA;42100;Italy;;Burkina Faso;Operational;N.A.;115.940,00 €;Evaluation ex-ante et suivi des projets ''''LRRD – REPI 2010 - CRIS 022-881 (relèvement des populations suite aux inondations de juillet 2010 dans le Centre Nord et l''Est du Burkina Faso'''' ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.276828.01.1;2011;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Ivory Coast;Operational;N.A.;115.910,00 €;Mise à jour du mapping de la société civile suite à la crise postélectorale en Côte d''Ivoire;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.267608.01.1;2011;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;Ethiopia;Operational;N.A.;115.736,00 €;Support to the formulation of the TTF ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.270957.01.1;2011;Natural person;yes;*****;*****;*****;*****;Belgium;;Liberia;Operational;N.A.;115.565,00 €;To support the Land Commission in elaborating the land inventory of Liberia and a model for participatory territorial planning.;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.273638.01.1;2011;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;ESA28958684;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;Burundi;Operational;N.A.;115.455,00 €;PREPARATION ET ORGANISATION D''UNE REVUE ANNUELLE DES DEPENSES PUBLIQUES POUR LES INFRASTRUCTURES ECONOMIQUES AU BURUNDI;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265779.01.1;2011;POHL CONSULTING & ASSOCIATES GMBH*;yes;DE813876999;TORSTRASSE 92;BERLIN;10119;Germany;;Ghana;Operational;N.A.;114.960,00 €;GHANA - JOINT DECENTRALISATION REVIEW MISSION 2011;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.259737.01.1;2011;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;Senegal;Operational;N.A.;114.520,00 €;Cadre de Mesure de la Performance de la Gestion des Finances Publiques au Sénégal;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.259681.01.1;2011;POHL CONSULTING & ASSOCIATES GMBH*;yes;DE813876999;TORSTRASSE 92;BERLIN;10119;Germany;;Malawi;Operational;N.A.;111.533,00 €;PUBLIC FINANCE MANAGEMENT ASSESSMENT FOR MALAWI - (MALAWI PEFA 2011);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.276624.01.1;2011;BUSINESS AND STRATEGIES IN EUROPE SA*;yes;BE0442745018;RUE DE LA LOI 81A;BRUXELLES;1040;Belgium;;Mozambique;Operational;N.A.;110.812,00 €;Formulation mission -  Rule of Law and Accountability;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.271778.01.1;2011;SAFEGE SA*;yes;FR82542021829;RUE DU PORT 15-27 PARC DE L ILE;NANTERRE;92000;France;;Burundi;Operational;N.A.;109.228,00 €;Evaluation PEFA  2011;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.272101.01.1;2011;STTE CONSORTIUM SOCIETE MOMENTANEE*STDE;yes;BE0886708276;GULLEDELLE 92;BRUXELLES;1200;Belgium;;Uganda;Operational;N.A.;108.908,00 €;Final Evaluation of the Jinja - Bugiri and Kagamba - Rukungiri Road Projects;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.267025.01.1;2011;GRONTMIJ AS*GMDK CARL BRO GROUP ANDERSKOUV & THOMSEN AXEL NIELSEN JOHS JORGENSEN ACOUSTICA SKANDINAVISK LYDTEKNIK  MICRO CONSULT DANEDUC;yes;DK48233511;GRANSKOVEN 8;GLOSTRUP;2600;Denmark;;Congo (Brazzaville);Operational;N.A.;108.852,00 €;Appui à la République du Congo pour l''opérationnalisation de la Loi sur le Plan national des transports;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265895.01.1;2011;COWI BELGIUM SPRL*;yes;BE0472972493;AVENUE DE TERVUREN 13B;BRUXELLES;1040;Belgium;;Guinea-Bissau;Operational;N.A.;108.400,00 €;Evaluation finale des programmes 015-844 et 014-743 et évaluation sectorielle et environnementale du secteur des transports routiers en Guinée Bissau;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.277028.01.1;2011;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;ESA28958684;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;Liberia;Operational;N.A.;107.907,00 €;Prepare routine road maintenance tender documents;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.266399.01.1;2011;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;Cameroon;Operational;N.A.;106.995,00 €;"Audit financier des DP 2 & 3 du PDRPU et du PDRBA-MN + Audit financier final des fonds STABEX 91; 92/93; 94 et 98";Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.267733.01.1;2011;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;Southern Africa Region (EDF 10);Operational;N.A.;105.805,00 €;Joint Progress Report for the Mid Term Review of 10th EDF Regional Strategy Paper;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.278560.01.1;2011;Natural person;yes;*****;*****;*****;*****;France;;Central African Republic;Operational;N.A.;105.096,00 €;Appui au Ministère Délégué à la Présidence chargé des Poles de Développement pour la mise en oeuvre du PMR2;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
