Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
SI2.ACGRACE059203200.1;2013;ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE*;yes;CHE116075613TVA;BATIMENT CE 3316 STATION 1;LAUSANNE;1015;Switzerland;0,00€;;;Operational;6.600,00€;FU07-CT-2013-00208, EPFL JW13-OFT-SWIS-26;Directorate-General for Research and Innovation;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development (08.22.04);Framework Programme for nuclear research and training activities;Grants
SI2.669427.2;2013;A3S UP FOR EU CONSORTIUM*SOPRA BELUX SA ALTRAN SA ATOS ORIGIN BELGIUM SA ACCENTURE SA;yes;BE0407211542;AVENUE LOUISE 326 29;BRUXELLES;1050;Belgium;0,00€;;;Administrative;6.586,57€;ANALYST PROGRAMMER TO DEVELOP INFORMATION SYSTEMS;Directorate-General for Education and Culture;Youth in Action — Expenditure on administrative management (15.01.04.55);Youth in Action;Public procurement (including provisional commitments)
SI2.643423.1;2013;COMPAREX NEDERLAND BV*;yes;NL801250857B01;NARITAWEG 177;AMSTERDAM;1043 BW;Netherlands;0,00€;;;Administrative;6.584,14€;AXWAY MANAGED FILE TRANSFER - MAINTENANCE 2013;Publications Office of the European Union;Publications Office (26.01.09.01);26 Commission's administration;Public procurement (including provisional commitments)
SI2.643423.3;2013;COMPAREX NEDERLAND BV*;yes;NL801250857B01;NARITAWEG 177;AMSTERDAM;1043 BW;Netherlands;0,00€;;;Administrative;6.584,14€;AXWAY MANAGED FILE TRANSFER - MAINTENANCE 2013;Publications Office of the European Union;Official Journal of the European Union (26.01.11.01);26 Commission's administration;Public procurement (including provisional commitments)
D45.B1313.005555.1;2013;FIVIA PODJETJE ZA DISTRIBUCIJO, PRODUKCIJO, INTELEKTUALNE STORITVE INTRGOVINO, DOO*;yes;SI38788152;PRELOZNIKOVA ULICA 1;VOJNIK;3212;Slovenia;0,00€;;;Operational;6.583,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI073048SI2848 | FIVIA, podjetje za distribucijo, produkcijo, intelektualne storitve in trgovino, d.o.o. | DER MONDMANN;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.658692.10;2013;SIVECO ROMANIA SA*;no;RO476331;SOSEAUA BUCURESTI-PLOIESTI 73-81;BUCURESTI;013685;Romania;0,00€;;;Operational;6.580,29€;CC 10449 CORDIS LOT 3 CORE SOFTWARE (TAKEOVER);Directorate-General for Research and Innovation;Cooperation — Socioeconomic sciences and the humanities (08.08.01);Research: Framework  programme n°7;Public procurement (including provisional commitments)
D45.B1313.005104.1;2013;ASOCIACE CESKYCH FILMOVYCH KLUBU, OS*;yes;CZ61387550;STONKY 860;UHERSKE HRADISTE;686 01;Czech Republic;0,00€;;;Operational;6.579,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI073009CZ3076 | ASOCIACE CESKYCH FILMOVYCH KLUBU (ACFK) | BROKEN;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.656909.1;2013;INTERREGIONAL VOLUNTEER ORGANIZATION (IVO) SVIT-UKRAINE*;yes;;STREET GORBATOV 85/28;ARTEMIVSK;84500;Ukraine;0,00€;;;Operational;6.570,00€;SERVICE VOLONTAIRE EUROPEEN : Social inclusion through art and volunteering;Education, Audiovisual and Culture Executive Agency;European Neighbourhood and Partnership financial cooperation with eastern Europe (19.08.01.03);European Neighbourhood and Partnership Instrument;Grants
SI2.647833.1;2013;COMPAREX NEDERLAND BV*;yes;NL801250857B01;NARITAWEG 177;AMSTERDAM;1043 BW;Netherlands;0,00€;;;Administrative;6.561,00€;AXWAY SERVICES FOR GATEWAY AND SENTINEL TO PUT INTO PRODUCTION;Publications Office of the European Union;Publications Office (26.01.09.01);26 Commission's administration;Public procurement (including provisional commitments)
SI2.647833.2;2013;COMPAREX NEDERLAND BV*;yes;NL801250857B01;NARITAWEG 177;AMSTERDAM;1043 BW;Netherlands;0,00€;;;Administrative;6.561,00€;AXWAY SERVICES FOR GATEWAY AND SENTINEL TO PUT INTO PRODUCTION;Publications Office of the European Union;Official Journal of the European Union (26.01.11.01);26 Commission's administration;Public procurement (including provisional commitments)
SI2.ACGRACE054603500.1;2013;ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE*;yes;CHE116075613TVA;BATIMENT CE 3316 STATION 1;LAUSANNE;1015;Switzerland;0,00€;;;Operational;6.558,00€;FU07-CT-2012-00237 - JW12-O-SWIS-25;Directorate-General for Research and Innovation;Euratom — Fusion energy (08.20.01);Framework Programme for nuclear research and training activities;Grants
SLG.CMM.2013.14163.2;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;;Administrative;6.552,48€;PRESTATIONS - INFORMATION SYSTEM COORDINATOR;Directorate-General for Regional Policy;Cohesion Fund (CF) — Expenditure on administrative management (13.01.04.03);Cohesion Funds;Public procurement (including provisional commitments)
CCR.IES.C195688.X81.1;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;;Operational;6.548,78€;SC 10929 SAP LEVEL 2 H03;Joint Research Centre;Non-nuclear activities of the Joint Research Centre (JRC) (10.02.01);Research: Framework  programme n°7;Public procurement (including provisional commitments)
SCR.CTR.297744.01.2;2013;DELOITTE REVISEURS D ENTREPRISES SC SCRL*DELOITTE BEDRIJFSREVISOREN;yes;BE0429053863;RUE BERKENLAAN 8 B;DIEGEM;1831;Belgium;0,00€;;Southern Africa Region;Operational;6.535,00€;Financial Audit of Strengthening the Basis for Civil Society Dialogue and Democratic Discourse: Freedom of Expression - MISA (CRIS contr.no: 117-686);Directorate-General for Development and Cooperation — EuropeAid;European Instrument for Democracy and Human Rights (EIDHR) (19.04.01);EIDHR: European Instrument for Democracy and Human Rights;Public procurement (including provisional commitments)
SI2.651222.1;2013;STRATIQO CONSORTIUM*TRASYS SA TRASYS LUXEMBOURG PSF SA TRASYS TECHNOLOGY SA ATOS BELGIUM SA ATOS INTEGRATION SAS ATOS LUXEMBOURG PSF SA;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Administrative;6.532,42€;INFORMATION SERVICES SENIOR CONSULTANT;Directorate-General for Education and Culture;Erasmus Mundus — Expenditure on administrative management (15.01.04.14);Erasmus Mundus: Higher education through cooperation with third countries;Public procurement (including provisional commitments)
SI2.662963.1;2013;EUROPSKI DOM DUBROVNIK EDD UDRUGE*;no;HR1397451;FRANA SUPILA 8;DUBROVNIK;20000;Croatia;0,00€;;;Operational;6.530,00€;ZAG - GRANT EDIC EUROPSKI DOM DUBROVNIK (2013);Directorate-General for Communication;Information outlets (16.03.01);16 Communication;Grants
SI2.649683.2;2013;COMPASS GROUP BELGILUX SA*;yes;BE0408364753;CHAUSSEE D HAECHT 1179;BRUXELLES;1130;Belgium;0,00€;;;Operational;6.525,40€;BRUSSELS ECONOMIC FORUM - 19/06/2013 - EVENT CATERING FOR 850 PARTICIPANTS;Directorate-General for Economic and Financial Affairs;Prince — Communication on the economic and monetary union, including the euro (01.02.04);01 Economic and financial affairs;Public procurement (including provisional commitments)
SI2.658449.4;2013;A3S UP FOR EU CONSORTIUM*SOPRA BELUX SA ALTRAN SA ATOS ORIGIN BELGIUM SA ACCENTURE SA;yes;BE0407211542;AVENUE LOUISE 326 29;BRUXELLES;1050;Belgium;0,00€;;;Administrative;6.519,46€;DEVELOPMENT OF INFORMATION SYSTEMS;Directorate-General for Education and Culture;Youth in Action — Expenditure on administrative management (15.01.04.55);Youth in Action;Public procurement (including provisional commitments)
SLG.CMM.2013.9935.3;2013;CONSORTIUM GRINSIS*NV GETRONICS BELGIUM SA INTRASOFT INTERNATIONAL SAATOS BELGIUM SA ATOS INTEGRATION SAS;yes;BE0424104685;DE KLEETLAAN 12 B;DIEGEM;1831;Belgium;0,00€;;;Operational;6.518,14€;PRESTATIONS DATABASE ADMINISTRATOR;Directorate-General for Home Affairs;European Fund for the Integration of third-country nationals (18.03.09);European Fund for the Integration of Third-country Nationals;Public procurement (including provisional commitments)
D45.B1313.001014.1;2013;AGENTIA NATIONALA PENTRU PROGRAMECOMUNITARE IN DOMENIUL EDUCTATIEISI FORMARII PROFESIONALE*;yes;RO17306250;CALEA SERBAN VODA 133 ET 3 SECTOR 4;BUCURESTI;040205;Romania;0,00€;;;Operational;6.500,00€;Europass : Romania 2013;Education, Audiovisual and Culture Executive Agency;Lifelong learning programme (15.02.22);Lifelong learning;Grants
D45.B1313.001481.1;2013;VIDEORAMA MONOPROSOPI EPE*;yes;EL095693553;AGIOU MELETIOU 45 47;ATHINA;11257;Greece;0,00€;;;Operational;6.500,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1203DI010012GR | VIDEORAMA MONOPROSOPI EPE | DJUPID;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.001743.1;2013;M.F.D. MORANDINI FILM DISTRIBUTIONSAGL*;yes;CH597242;VIA VELA 21;MENDRISIO;6850;Switzerland;0,00€;;;Operational;6.500,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI072C01CH3067 | MFD MORANDINI FILM DISTRIBUTION SAGL | 1212DI072 Package of films No. 01;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.001840.1;2013;CINEMANIA GROUP DRUZBA ZA FILMSKO TEHNOLOGIJO DOO*;yes;SI15628949;ROJCEVA ULICA 1;LJUBLJANA;1000;Slovenia;0,00€;;;Operational;6.500,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1203DI010C25SI | CINEMANIA GROUP, druzba za filmsko tehnologijo, d.o.o. | 1203DI01 Package of films No. 25;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004895.1;2013;DISCOVERY DOO ZA KINEMATOGRAFIJU TRGOVINU I USLUGE*DISCOVERY DOO;yes;HR75028907826;204 VUKOVARSKE BRIGADE 43;VUKOVAR;32000;Croatia;0,00€;;;Operational;6.500,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010C19HR | DISCOVERY D O O, za kinematografiju, trgovinu i usluge | 1302DI01 Package of films No. 19;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.649981.6;2013;TEAM WORK SARL*;yes;FR65391325792;RUE DU DAHOMEY 8;PARIS 11;75011;France;0,00€;;;Administrative;6.499,81€;EXHIBITION STAND FOR DG EAC AT THE EUROPEAN ASSOCIATION FOR INTERNATIONAL EDUCATION EVENT IN ISTANBUL IN 2013;Directorate-General for Education and Culture;Other management expenditure for research (15.01.05.03);Research: Framework  programme n°7;Public procurement (including provisional commitments)
SI2.673011.2;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Administrative;6.499,03€;ANALYST-PROGRAMMER FOR THE DEVELOPMENT AND MAINTENANCE OF MANAGEMENT SYSTEMS;Directorate-General for Education and Culture;Youth in Action — Expenditure on administrative management (15.01.04.55);Youth in Action;Public procurement (including provisional commitments)
SCR.CTR.331713.01.2;2013;MELCA-ETHIOPIA ASSOCIATION*MOVEMENT FOR ECOLOGICAL LEARNING AND COMMUNITY ACTION ETHIOPIA;yes;;LIDETA SUB CITY KEBELE 53;ADDIS ABABA;1250;Ethiopia;0,00€;;Ethiopia;Operational;6.494,00€;Promoting social integration of Menjas through economic empowerment and stakeholders' involvement;Directorate-General for Development and Cooperation — EuropeAid;European Instrument for Democracy and Human Rights (EIDHR) (19.04.01);EIDHR: European Instrument for Democracy and Human Rights;Grants
D45.B1313.004729.2;2013;ALTERNATIVE FILMS SA*;yes;BE0478894938;AVENUE LOUIS LEPOUTRE 55;BRUXELLES;1050;Belgium;0,00€;;;Operational;6.463,20€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI073065BE2508 | ALTERNATIVE FILMS SA | AU BONHEUR DES OGRES;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.652127.2;2013;STRATIQO CONSORTIUM*TRASYS SA TRASYS LUXEMBOURG PSF SA TRASYS TECHNOLOGY SA ATOS BELGIUM SA ATOS INTEGRATION SAS ATOS LUXEMBOURG PSF SA;no;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Operational;6.454,57€;CORDIS EXTRAMUROS IS SENIOR CONSULTANT. CC DI-6772.;Directorate-General for Research and Innovation;Cooperation — Food, agriculture and fisheries, and biotechnology (08.03.01);Research: Framework  programme n°7;Public procurement (including provisional commitments)
CCR.IPSC.C195781X146.4;2013;CONSORTIUM SERCO/SIS/CRONOS*SERCO BELGIUM SA ATOS BELGIUM SA CRONOS INTERNATIONAL SA ATOS INTEGRATIO SAS;yes;BE0464923671;AVENUE EDMOND VAN NIEUWENHUYSE;BRUXELLES;1160;Belgium;0,00€;;;Operational;6.453,21€;PROVISION OF INFORMATIC SERVICES AS SYSTEM ADMINISTRATOR LOCAL SUPPORT UNDER FRAMEWORK CONTRACT;Joint Research Centre;RTD support for the Union’s policies on a competitive basis (10.04.03);Research: Framework  programme n°6 (completion);Public procurement (including provisional commitments)
SI2.653779.2;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;;Administrative;6.443,64€;USER ASSISTANCE FOR INFORMATION SYSTEMS FOR LIFELONG LEARNING AND YOUTH PROGRAMMES;Directorate-General for Education and Culture;Youth in Action — Expenditure on administrative management (15.01.04.55);Youth in Action;Public procurement (including provisional commitments)
SI2.653543.5;2013;INTRASOFT INTERNATIONAL SA*;yes;LU16853659;RUE NICOLAS BOVE 2B;LUXEMBOURG;1253;Luxembourg;0,00€;;;Administrative;6.437,29€;INFORMATION SERVICE PROVIDER FOR ERASMUS MUNDUS, LIFELONG LEARNING, CULTURE, YOUTH IN ACTION AND MEDIA PROGRAMMES;Directorate-General for Education and Culture;MEDIA 2007 — Support programme for the European audiovisual sector — Expenditure on administrative management (15.01.04.60);MEDIA 2007: Support for the European audiovisual sector;Public procurement (including provisional commitments)
SI2.670865.2;2013;CPS COMMUNICATION PARTNER SALES GMBH*;no;DE813787364;WILHELM LOH STRASSE 12;WETZLAR;35578;Germany;0,00€;;;Administrative;6.421,68€;ACHAT DE 100 TELEPHONES OPENSTAGE 60;Publications Office of the European Union;Publications Office (26.01.09.01);26 Commission's administration;Public procurement (including provisional commitments)
CCR.IRMM.B62544.2;2013;INSTITUT FUR EIGNUNGSPRUFUNG GMBH*IFEP;yes;DE814646904;AM ERLENKAMP 16/18;RECKLINGHAUSEN;45657;Germany;0,00€;;;Operational;6.421,00€;Charpy specimens 80 J;Joint Research Centre;Provision of services and work on behalf of outside bodies (10.04.02);Research: Framework  programme n°6 (completion);Public procurement (including provisional commitments)
SLG.CMM.2013.14775.1;2013;GETSYS LUXEMBOURG ASSOCIATION MOMENTANEE*GETRONICS BELGIUM SA SYSTEMAT LUXEMBOURG PSF SA;no;LU24956408;RUE DES SCILLAS 15;HOWALD;2529;Luxembourg;0,00€;;;Administrative;6.417,84€;Purchase and/or maintenance of information technologies and/or communication equipment;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
D45.B1313.004273.1;2013;ALAMODE FILMDISTRIBUTION GMBH*;yes;ATU66707833;LEITERMAYERGASSE 43/4;WIEN;1180;Austria;0,00€;;;Operational;6.400,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010029AT | ALAMODE FILMDISTRIBUTION GMBH | LA VIE D'ADELE;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SCR.CTR.296776.01.2;2013;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;0,00€;;Morocco;Operational;6.400,00€;Formulation du Programme d'appui à la politique agricole du Maroc (phase 2);Directorate-General for Development and Cooperation — EuropeAid;European Neighbourhood and Partnership financial cooperation with Mediterranean countries (19.08.01.01);European Neighbourhood and Partnership Instrument;Public procurement (including provisional commitments)
SI2.ACGRACE060377000.1;2013;ROMANIA*ROUMANIE;yes;;-;-;;Romania;0,00€;;;Operational;6.400,00€;FU07-CT-2013-00056 - PRIORITY SUPPORT PPP&T UNDER EFDA;Directorate-General for Research and Innovation;Euratom — Fusion energy (08.20.01);Framework Programme for nuclear research and training activities;Grants
SI2.646798.4;2013;PANOPLIS C CONSORTIUM*ATOS BELGIUMTRASYS FUJITSU TECHNOLOGY SOL PIKSEL EVERIS ENGIN INGEG INFOR ARHS DEVELOP ENG INT BELG ATOS LUX PSF SPAI;yes;BE0401848135;DA VINCILAAN 5;ZAVENTEM;1930;Belgium;0,00€;;;Administrative;6.379,06€;INFORMATION TECHNOLOGY ANALYST FOR LIFELONG LEARNING, HIGHER EDUCATION, CULTURE, YOUTH AND AUDIOVISUAL PROGRAMMES;Directorate-General for Education and Culture;Youth in Action — Expenditure on administrative management (15.01.04.55);Youth in Action;Public procurement (including provisional commitments)
D45.B1313.003576.1;2013;INDEPENDENTA FILM '97 SRL*;yes;RO9312413;STRADA LOGOFAT LUCA STROICI 47;BUCURESTI;020584;Romania;0,00€;;;Operational;6.355,20€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI072C03RO3141 | INDEPENDENTA FILM '97 SRL | 1212DI072 Package of films No. 03;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.664797.4;2013;CONSORTIUM EVERIS-ENGINEERING INGEGNERIA-DELOITTE CONSULTING*EVERIS SPAIN SLU ENGINEERING INGEGNERIA INFORMATICA SPA DELOITTE CONS ENG INT B;yes;ESB82387770;AVENIDA MANOTERAS 52;MADRID;28050;Spain;0,00€;;;Administrative;6.345,00€;TECHNICAL EXPERT FOR ANALYSIS AND DEVELOPMENT OF INFORMATION SYSTEMS;Directorate-General for Education and Culture;Youth in Action — Expenditure on administrative management (15.01.04.55);Youth in Action;Public procurement (including provisional commitments)
SI2.649427.4;2013;CONSORTIUM SIR*SOGETI BELGIUM SA INTRASOFT INTERNATIONAL SA REGGIANI SPA;yes;BE0441002580;AVENUE JULES BORDET 160;BRUXELLES;1140;Belgium;0,00€;;;Administrative;6.327,63€;TECHNICAL TEAM COORDINATOR LOCAL SUPPORT FOR EDUCATION, LIFELONG LEARNING, CULTURE YOUTH IN ACTION AND AUDIOVISUAL PROGRAMMES;Directorate-General for Education and Culture;Youth in Action — Expenditure on administrative management (15.01.04.55);Youth in Action;Public procurement (including provisional commitments)
SI2.649520.2;2013;IMPRIMERIES BIETLOT FRERES SA*;no;BE0445990459;RUE DU ROND POINT 185;GILLY;6060;Belgium;2.559,53€;;;Administrative;6.321,14€;;Directorate-General for Research and Innovation;Cooperation — Food, agriculture and fisheries, and biotechnology (08.03.01);Research: Framework  programme n°7;Provisional commitment followed by payment
;;IMPRIMERIE CENTRALE SA*IC;no;LU20469685;RUE DU COMMERCE 15;LUXEMBOURG;1351;Luxembourg;70,67€;;;;0,00€;;;;;
;;SATZWEISS.COM PRINT WEB SOFTWARE GMBH*;no;DE138115193;MAINZER STRASSE 116;SAARBRUCKEN;66121;Germany;73,29€;;;;0,00€;;;;;
;;ALPHAGALILEO FOUNDATION LBG*;no;;QUEEN SQUARE 13;BANES;BA1 2HJ;United Kingdom;107,46€;;;;0,00€;;;;;
SI2.650834.4;2013;ORACLE BELGIUM BVBA*;yes;BE0440966354;MEDIALAAN 50;VILVOORDE;1800;Belgium;0,00€;;;Operational;6.301,39€;HIST LICENCE. MAINTENANCE 1/3;Publications Office of the European Union;Procedures for awarding and advertising public supply, works and service contracts (26.02.01);26 Commission's administration;Public procurement (including provisional commitments)
CCR.ITU.P2013019831.2;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;United States;700,00€;;;Administrative;6.300,00€;;Joint Research Centre;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development (10.03.02);10 Direct research;Provisional commitment followed by payment
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;United States;358,15€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Germany;35,13€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Japan;292,00€;;;;0,00€;;;;;
;;AREVA NP SAS*;no;FR83428764500;PLACE JEAN MILLIER 1 TOUR AREVA;COURBEVOIE;92400;France;64,49€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Germany;19,49€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;France;122,03€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Germany;44,52€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;United Kingdom;86,33€;;;;0,00€;;;;;
SLG.CMM.2013.28127.2;2013;TATA CONSULTANCY SERVICES LUXEMBOURG SA*TCS;yes;LU20911251;RUE PAFEBRUCH 89 D;CAPELLEN;8308;Luxembourg;0,00€;;;Operational;6.289,49€;ANALYST/CONSULTANT/ARCHITECT/EXPERT/WEBMASTER/ENGINEER FOR INFORMATION TECHNOLOGIES SYSTEMS AND/OR SERVICES;Directorate-General for Health and Consumers;Other measures in the veterinary, animal welfare and public health field — New measures (17.04.02.01);Market expenditure and direct aids;Public procurement (including provisional commitments)
SI2.ACGRACE058090700.2;2013;ROMANIA*ROUMANIE;yes;;-;-;;Romania;0,00€;;;Operational;6.288,00€;FU07-CT-2013-00213, JW13-O-MEC-23;Directorate-General for Research and Innovation;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development (08.22.04);Framework Programme for nuclear research and training activities;Grants
SI2.651125.2;2013;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;0,00€;;;Operational;6.283,00€;SPECIFIC CONTRACT NO. 2013 6371 EAHC/2013/HEALTH/19 FOR THE IMPLEMENTATION OF FRAMEWORK CONTRACT NO. EAHC/2010/HEALTH/2010/HEALTH/01 (LOT2) FOR LITERATURE-BASED APPROACH TO DEFINING THE CONCEPT OF HEALTHCARETE.;Executive Agency for Health and Consumers;Union action in the field of health (17.03.06);Public Health;Public procurement (including provisional commitments)
D45.B1313.000092.1;2013;ABC THEATRICAL DISTRIBUTION BV*CINEMIEN;yes;NL808479829B01;AMSTELDIJK 10;AMSTERDAM;1074 HP;Netherlands;0,00€;;;Operational;6.274,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1111DI073128NL3176 | ABC THEATRICAL DISTRIBUTION BV (CINEMIEN) | METEORA;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
FED308560.1;2013;NATIONAL STATISTICAL INSTITUTE*;yes;BG1223014239;PANAYOT VOLOV STREET 2;SOFIA;1038;Bulgaria;6.266,13€;;;Operational;6.266,13€;REGIONAL BUSINESS DEMOGRAPHY - DATA COLLECTION 2012 BULGARIA - 2012.CE.16.BAT.084;Directorate-General for Regional Policy;Cohesion Fund (13.04.02);Cohesion Funds;Grants
CCR.IES.C195685.X191.2;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Operational;6.252,92€;SC 8402 - H08 -Senior Analyst Programmer L2;Joint Research Centre;Non-nuclear activities of the Joint Research Centre (JRC) (10.02.01);Research: Framework  programme n°7;Public procurement (including provisional commitments)
D45.B1313.002469.1;2013;ABC THEATRICAL DISTRIBUTION BV*CINEMIEN;yes;NL808479829B01;AMSTELDIJK 10;AMSTERDAM;1074 HP;Netherlands;0,00€;;;Operational;6.250,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI072134NL3176 | ABC THEATRICAL DISTRIBUTION BV (CINEMIEN) | OH BOY;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.646050.2;2013;LUXEMBOURG CITY TOURIST OFFICEASBL*LCTO;no;LU15621823;PLACE GUILLAUME II 30;LUXEMBOURG;1136;Luxembourg;210,00€;;;Operational;6.250,00€;INTEGRATION EVENTS NEWCOMERS 2013 LOGISTICS COSTS;Directorate-General for Human Resources and Security;Interinstitutional cooperation in the social sphere (26.01.50.04);26 Commission's administration;Provisional commitment followed by payment
;;S.L.A. SA*SALES LENTZ AUTOCARS;no;LU16358907;RUE LAANGWISS 4 ZAE ROBERT;HAUTCHARAGE;4940;Luxembourg;300,00€;;;;0,00€;;;;;
;;VOYAGES SALES-LENTZ SA*;no;LU19761838;RUE LANGWISS 4 ZONE D ACTIVITE;BASCHARAGE;4901;Luxembourg;650,00€;;;;0,00€;;;;;
;;CMIL SARL*NOVOTEL LUXEMBOURG KIRCHBERG NLK;no;LU24555302;RUE DU FORT NIEDERGRUNEWALD 6;LUXEMBOURG;2226;Luxembourg;788,03€;;;;0,00€;;;;;
;;ATELIERS KRAIZBIERG SCOOP*;no;LU12501256;ROUTE DE ZOUFFTGEN;DUDELANGE;3598;Luxembourg;1.882,00€;;;;0,00€;;;;;
